pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,latitude,longitude,format,source,order,layout,thumbnail,full,manifest,collection
02881pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Churches",Annunciation Catholic Church on the corner of East 7th Street and Poplar Street,,This photo is property of Lake County Public Library.,,,39.2499,-106.29,Photo,Scanned Negative,4870,cmhc_item,"/img/derivatives/iiif/images/02881pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02881pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02881pl/manifest.json,cmhc
02882pl,Leadville,leadville,"Leadville (Colo.), Harrison Avenue","People, Recreation, Parade, Harrison Avenue, Automobiles, Buildings",The Tabor Days parade moving down Harrison Avenue while a large crowd watches,,This photo is property of Lake County Public Library.,c. 1947,,,,Photo,Scanned Negative,4871,cmhc_item,"/img/derivatives/iiif/images/02882pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02882pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02882pl/manifest.json,cmhc
02883pl,Buildings & Businesses,bandb,"Leadville (Colo.), Harrison Avenue","Buildings, Lake County Courthouse, Harrison Avenue",An exterior image of the first floor of the Lake County Courthouse after the fire,,This photo is property of Lake County Public Library.,,,39.24821,-106.29193,Photo,Scanned Negative,4872,cmhc_item,"/img/derivatives/iiif/images/02883pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02883pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02883pl/manifest.json,cmhc
02884pl,Outside Lake County,outside,Kokomo (Colo.),"Buildings, Houses, Schools","The abandoned town of Kokomo, Colorado in 1965",,This photo is property of Lake County Public Library.,07/06/1965,,,,Photo,Scanned Negative,4873,cmhc_item,"/img/derivatives/iiif/images/02884pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02884pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02884pl/manifest.json,cmhc
02885pl,People,people,,"People, Women",A group of ten unidentified women posing for a photo in a yard in front of a fence,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4874,cmhc_item,"/img/derivatives/iiif/images/02885pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02885pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02885pl/manifest.json,cmhc
02886pl,Leadville,leadville,,"Buildings, Businesses, People, Harrison Avenue, Drawing",A drawing of buildings and people on Harrison Avenue,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4875,cmhc_item,"/img/derivatives/iiif/images/02886pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02886pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02886pl/manifest.json,cmhc
02887pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library, Interiors",A reading area in the Lake County Public Library near the magazine section (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4876,cmhc_item,"/img/derivatives/iiif/images/02887pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02887pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02887pl/manifest.json,cmhc
02888pl,People,people,Leadville (Colo.),"People, Men, Library, Interiors",A Lake County Public Library employee working at the front circulation desk (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4877,cmhc_item,"/img/derivatives/iiif/images/02888pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02888pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02888pl/manifest.json,cmhc
02889pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library, Interiors",The Lake County Public Library card catalog and the entrance to the Leadville Room (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4878,cmhc_item,"/img/derivatives/iiif/images/02889pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02889pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02889pl/manifest.json,cmhc
02890pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library, Interiors, Objects",The Lake County Public Library card catalog and some book shelves (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4879,cmhc_item,"/img/derivatives/iiif/images/02890pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02890pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02890pl/manifest.json,cmhc
00506cc,People,people,,"People, Women","Emma Thomas, wife of Governor Charles Thomas",Emma Thomas,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,488,cmhc_item,"/img/derivatives/iiif/images/00506cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00506cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00506cc/manifest.json,cmhc
02891pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library, Interiors, People, Women, Children",The Children's Section of the Lake County Public Library (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4880,cmhc_item,"/img/derivatives/iiif/images/02891pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02891pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02891pl/manifest.json,cmhc
02892pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library, Interiors",A view of Lake County Public Library shelving outside of the Children's Section (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4881,cmhc_item,"/img/derivatives/iiif/images/02892pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02892pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02892pl/manifest.json,cmhc
02893pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library, Interiors",Children's Section decorations in the Lake County Public Library (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4882,cmhc_item,"/img/derivatives/iiif/images/02893pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02893pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02893pl/manifest.json,cmhc
02894pl,People,people,Leadville (Colo.),"People, Men, Library, Interiors",A Lake County Public Library employee working at the circulation desk (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4883,cmhc_item,"/img/derivatives/iiif/images/02894pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02894pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02894pl/manifest.json,cmhc
02895pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library, Interiors, People",A view of the Lake County Public Library front circulation desk through the stacks (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4884,cmhc_item,"/img/derivatives/iiif/images/02895pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02895pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02895pl/manifest.json,cmhc
02896pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library",The front of the Lake County Public Library building on the corner of Harrison Avenue and West 12th Street (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4885,cmhc_item,"/img/derivatives/iiif/images/02896pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02896pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02896pl/manifest.json,cmhc
02897pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Library",A view of the Lake County Public Library entrance from the sidewalk (Nancy McCain Photo),,This photo is property of Lake County Public Library.,,,39.25324,-106.29381,Photo,Scanned Negative,4886,cmhc_item,"/img/derivatives/iiif/images/02897pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02897pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02897pl/manifest.json,cmhc
02898pl,People,people,,"People, Men, Machinery",An unidentified group of men standing by machinery at the 1962 Ruedi dedication (Wingenbach Collection),,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4887,cmhc_item,"/img/derivatives/iiif/images/02898pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02898pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02898pl/manifest.json,cmhc
02899pl,People,people,,"People, Men, Machinery","Three unidentified men installing a cable tower while being filmed, 1962 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4888,cmhc_item,"/img/derivatives/iiif/images/02899pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02899pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02899pl/manifest.json,cmhc
02900pl,People,people,,"People, Men, Machinery","Five unidentified men standing near a new cable tower, 1962 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4889,cmhc_item,"/img/derivatives/iiif/images/02900pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02900pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02900pl/manifest.json,cmhc
00507cc,People,people,,"People, Children",Unidentified young boy ,,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,489,cmhc_item,"/img/derivatives/iiif/images/00507cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00507cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00507cc/manifest.json,cmhc
02901pl,People,people,,"People, Men, Women, Machinery",A large group photo of unidentified men and women before a new cable tower installation (Wingenbach Collection),,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4890,cmhc_item,"/img/derivatives/iiif/images/02901pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02901pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02901pl/manifest.json,cmhc
02902pl,People,people,,"People, Men, Ceremonies","Floyd Dominy, of the Bureau of Reclamation, speaking at the Ruedi Dedication in 1962 (Wingenbach Collection)",Floyd Dominy,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4891,cmhc_item,"/img/derivatives/iiif/images/02902pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02902pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02902pl/manifest.json,cmhc
02903pl,People,people,,"People, Men, Ceremonies","J. Edgar Chenoweth, United States Congress Member, speaking at the Ruedi Dedication in 1962 (Wingenbach Collection)",J. Edgar Chenoweth,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4892,cmhc_item,"/img/derivatives/iiif/images/02903pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02903pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02903pl/manifest.json,cmhc
02904pl,People,people,,"People, Men, Women, Ceremonies","Felix Sparks, director of the Colorado Water Conservation Board, speaking at the Ruedi Dedication in 1962 (Wingenbach Collection)",Felix Sparks,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4893,cmhc_item,"/img/derivatives/iiif/images/02904pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02904pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02904pl/manifest.json,cmhc
02905pl,People,people,,"People, Men, Ceremonies",Secretary of Interior Stewart Udall speaking at the Ruedi Dedication in 1962 (Wingenbach Collection),Stewart Udall,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4894,cmhc_item,"/img/derivatives/iiif/images/02905pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02905pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02905pl/manifest.json,cmhc
02906pl,People,people,,"People, Men, Ceremonies",Representative Wayne Aspinall speaking at the Ruedi Dedication in 1962 (Wingenbach Collection),Wayne Aspinall,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4895,cmhc_item,"/img/derivatives/iiif/images/02906pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02906pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02906pl/manifest.json,cmhc
02907pl,People,people,,"People, Men, Women, Ceremonies",United States Senator Gordon Allot speaking at the Ruedi Dedication in 1962 (Wingenbach Collection),Gordon Allot,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Negative,4896,cmhc_item,"/img/derivatives/iiif/images/02907pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02907pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02907pl/manifest.json,cmhc
02908pl,Buildings & Businesses,bandb,"Leadville (Colo.), Harrison Avenue","Buildings, Post Office","The old Leadville Post Office - soon to become the Leadville City Hall and municipal office, on the corner of Harrison Avenue and East 8th Street (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4897,cmhc_item,"/img/derivatives/iiif/images/02908pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02908pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02908pl/manifest.json,cmhc
02909pl,Buildings & Businesses,bandb,"Leadville (Colo.), Harrison Avenue","Buildings, Post Office",The old Leadville Post Office on Harrison Avenue (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4898,cmhc_item,"/img/derivatives/iiif/images/02909pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02909pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02909pl/manifest.json,cmhc
02910pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Automobiles","The old Lake County Government garage on the corner of West 5th and Pine Street, which has since been torn down (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4899,cmhc_item,"/img/derivatives/iiif/images/02910pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02910pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02910pl/manifest.json,cmhc
00051cc,Leadville,leadville,"Leadville (Colo.), Harrison Avenue","Buildings, Businesses, Federal Building, Harrison Avenue","Harrison Avenue, looking south, c. 1915. Taken from West 9th Street.",,This photo is property of Lake County Civic Center Association.,1915,2020-10-06,39.25121,-106.29287,Photo,Scanned Negative,49,cmhc_item,"/img/derivatives/iiif/images/00051cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00051cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00051cc/manifest.json,cmhc
00508cc,Railroad Images,rail,Granite (Colo.),"Railroad, People, Men","Granite train wreck, September, 1926",,This photo is property of Lake County Civic Center Association.,09/1926,2021-03-30,,,Photo,Scanned Negative,490,cmhc_item,"/img/derivatives/iiif/images/00508cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00508cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00508cc/manifest.json,cmhc
02911pl,Buildings & Businesses,bandb,Leadville (Colo.),"Post Office, Construction",The construction site of the new Post Office at 130 West 5th Street (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4900,cmhc_item,"/img/derivatives/iiif/images/02911pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02911pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02911pl/manifest.json,cmhc
02912pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Post Office, Construction",The new Post Office building construction at 130 West 5th Street (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4901,cmhc_item,"/img/derivatives/iiif/images/02912pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02912pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02912pl/manifest.json,cmhc
02913pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Post Office",The finished new Post Office building at 130 West 5th Street (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4902,cmhc_item,"/img/derivatives/iiif/images/02913pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02913pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02913pl/manifest.json,cmhc
